Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7
chr11_+_35640918_35640981	126	345	84	98	142	96	55
chr11_+_35640994_35641058	117	346	78	89	134	88	48
chr11_+_36274300_36274413	8	9	7	9	10	9	7
chr11_+_36354110_36354163	7	8	7	8	9	8	6
chr11_+_36379122_36379122	8	9	7	9	10	9	7
chr11_+_36546138_36546150	13	24	11	11	16	11	11
chr11_+_36572615_36572746	8	74	7	7	8	7	9
chr11_+_43290078_43290110	34	43	66	37	40	49	26
chr11_+_43290111_43290170	30	32	44	31	31	34	23
chr11_+_43290179_43290253	19	13	16	19	15	14	16
chr11_+_43337042_43337094	9	71	9	10	29	12	35
chr11_+_43622348_43622372	787	4771	623	1423	4017	617	6348
chr11_+_43658718_43658951	1001	310	492	170	140	249	91
chr11_+_44073674_44073827	19	25	101	47	17	117	10
chr11_+_44073834_44073861	26	21	185	87	24	162	17
chr11_+_44074322_44074348	17	28	85	40	16	108	9
chr11_+_44543716_44543772	272	468	156	110	436	133	191
chr11_+_44543788_44543818	122	132	78	66	150	77	89
chr11_+_45072139_45072139	37	7	18	22	16	18	18
chr11_+_45782198_45782198	14	10	8	13	7	10	8
chr11_+_45782449_45782532	14	10	8	13	7	10	8
chr11_+_45783216_45783319	15	9	9	14	8	11	9
chr11_+_45825244_45825250	61	27	12	26	66	48	116
chr11_+_45825532_45825647	61	27	12	26	66	48	116
chr11_+_45863774_45863947	32	13	23	32	43	26	50
chr11_+_46255737_46255826	53	6	13	81	54	98	18
chr11_+_46256130_46256143	68	7	16	98	74	124	23
chr11_+_46256161_46256238	18	5	8	33	7	26	9
chr11_+_46311314_46311314	9	199	28	19	24	14	15
chr11_+_46323558_46323562	9	205	29	20	26	15	16
chr11_+_46325457_46325743	10	148	28	18	21	14	16
chr11_+_46339691_46339731	9	199	28	19	24	14	15
chr11_+_46358909_46359193	35	23	24	237	46	197	16
chr11_+_46359781_46359812	38	28	23	256	59	215	15
chr11_+_46359821_46359835	33	23	24	234	45	194	16
chr11_+_46359836_46359849	33	23	24	234	45	194	16
chr11_+_46359855_46359872	33	23	24	234	45	194	16
chr11_+_46359878_46359886	33	23	24	234	45	194	16
chr11_+_46595359_46595450	44	21	26	30	24	41	73
chr11_+_46595637_46595681	43	22	27	31	27	40	87
chr11_+_46595688_46595972	53	18	35	35	29	52	107
chr11_+_46651090_46651240	28	34	12	21	11	23	26
chr11_+_46678892_46678943	18	38	17	19	16	18	22
chr11_+_46679140_46679219	19	38	19	21	17	19	24
chr11_+_46697312_46697330	8	7	5	11	17	7	7
chr11_+_46697345_46697380	12	8	6	17	30	10	10
chr11_+_46914804_46914932	36	65	67	60	51	110	120
chr11_+_47193068_47193263	19	27	38	12	26	11	9
chr11_+_47227009_47227082	304	21	12	12	17	10	31
chr11_+_47236072_47236133	293	20	11	11	16	9	29
chr11_+_47247469_47247564	11	55	8	12	13	10	24
chr11_+_47247718_47247860	12	65	8	14	15	11	28
chr11_+_47248235_47248353	11	55	8	12	13	10	24
chr11_+_47543463_47543750	108	352	200	101	72	85	147
chr11_+_47557137_47557201	108	352	200	101	72	85	147
chr11_+_47557204_47557207	105	344	194	95	68	82	140
chr11_+_47557208_47557233	95	325	177	88	60	74	132
chr11_+_47958639_47958695	17	9	14	14	16	20	14
chr11_+_47958696_47958696	17	9	14	14	16	20	14
chr11_+_54786233_54786233	27	8	18	14	15	12	21
chr11_+_56862395_56862600	15	8	8	9	9	8	8
chr11_+_57121602_57121785	1356	30	8	23	642	111	17
chr11_+_57122153_57122347	1616	48	8	32	760	114	23
chr11_+_57123927_57123950	1718	55	8	32	835	121	23
chr11_+_57181791_57181821	28	25	90	30	36	35	40
chr11_+_57236617_57236677	55	125	117	62	57	57	34
chr11_+_57285809_57286021	29	21	103	53	104	74	47
chr11_+_58103212_58103330	7	3	3	4	5	4	8
chr11_+_58146721_58146801	8	3	4	6	5	6	8
chr11_+_58666749_58667024	27	382	17	23	27	21	13
chr11_+_58668827_58668884	27	382	17	23	27	21	13
chr11_+_58696115_58696408	31	32	43	26	61	24	29
chr11_+_58696536_58696674	31	32	43	26	61	24	29
chr11_+_59279107_59279107	7	11	9	5	14	7	15
chr11_+_59279377_59279469	7	10	9	6	13	7	13
chr11_+_59279481_59279654	9	4	5	7	7	6	5
chr11_+_59580630_59580695	11	183	9	9	9	8	10
chr11_+_59580705_59580746	11	183	9	9	9	8	10
chr11_+_59612712_59612814	13	19	11	15	16	11	14
chr11_+_59804634_59804749	8	7	5	9	33	6	5
chr11_+_59806661_59806676	8	8	6	10	48	6	6
chr11_+_59953637_59953672	11	5	6	5	12	6	190
chr11_+_59979857_59979921	4	3	4	5	4	4	4
chr11_+_60016826_60016838	23	6	18	13	14	14	14
chr11_+_60309396_60309446	378	5	34	477	7	249	75
chr11_+_60366004_60366204	31	82	26	20	28	38	210
chr11_+_60437946_60438165	71	174	31	101	41	45	18
chr11_+_60438198_60438291	71	174	31	101	41	45	18
chr11_+_60448487_60448535	14	11	29	30	15	252	15
chr11_+_60495690_60495913	39	12	31	30	46	27	36
chr11_+_60626505_60626605	37	11	23	27	25	34	27
chr11_+_60727559_60727610	17	9	9	14	13	10	17
chr11_+_60746396_60746446	18	9	10	14	14	10	17
chr11_+_60765219_60765244	14	11	11	17	18	12	12
chr11_+_60857229_60857325	13	26	10	15	12	18	26
chr11_+_60858611_60858725	11	20	8	10	9	13	19
chr11_+_60886407_60886454	1685	160	552	879	366	814	738
chr11_+_60954150_60954191	14349	11666	6677	14993	12601	10735	25654
chr11_+_61204392_61204523	14	7	10	13	17	16	13
chr11_+_61276576_61276791	8	6	6	11	16	6	9
chr11_+_61279436_61279436	8	6	7	12	18	6	9
chr11_+_61316725_61316725	8	181	18	29	9	12	22
chr11_+_61316928_61316959	8	181	18	29	9	12	22
chr11_+_61316968_61316984	9	191	20	36	12	12	25
chr11_+_61316989_61317004	9	187	21	37	12	13	26
chr11_+_61352209_61352346	201	73	117	59	14	75	23
chr11_+_61352348_61352437	201	73	117	59	14	75	23
chr11_+_61389756_61390062	201	73	117	59	14	75	23
chr11_+_61473931_61473931	23	7	9	10	14	9	12
chr11_+_61479182_61479294	24	7	10	10	13	10	14
chr11_+_61647990_61648107	6	5	7	7	6	6	6
chr11_+_61714263_61714285	9	4	11	8	5	7	5
chr11_+_61732715_61732739	9	5	6	6	23	6	7
chr11_+_61766299_61766333	7	5	9	15	7	10	8
chr11_+_61794205_61794264	19	8	13	17	12	18	14
chr11_+_61861349_61861454	29	91	12	17	35	11	1023
chr11_+_61861458_61861590	26	102	12	18	31	11	1075
chr11_+_61943082_61943143	10	4	7	10	12	10	9
chr11_+_62136788_62136912	7	9	7	7	8	6	12
chr11_+_62195696_62195701	2386	48	449	2935	41	1497	1002
chr11_+_62195710_62195766	2386	48	449	2935	41	1497	1002
chr11_+_62231689_62231720	28	13	24	30	29	20	24
chr11_+_62231741_62231882	28	13	24	31	30	22	25
chr11_+_62285586_62285623	105	320	511	221	37	141	46
chr11_+_62285625_62285696	72	230	438	150	25	99	36
chr11_+_62295412_62295468	12	10	11	12	14	11	9
chr11_+_62380042_62380211	90	83	698	267	31	136	59
chr11_+_62404916_62405250	88	81	690	261	30	133	57
chr11_+_62405736_62405800	87	88	687	284	34	126	62
chr11_+_62405801_62406022	90	83	698	267	31	136	59
chr11_+_62893836_62894104	16920	22025	9244	25230	13552	16258	27235
chr11_+_63060848_63060892	35	75	12	16	65	18	10
chr11_+_63205444_63205801	610	177	131	175	180	178	80
chr11_+_63282639_63282686	629	201	136	178	192	188	85
chr11_+_63362922_63363082	12	9	8	7	7	13	8
chr11_+_63363111_63363140	12	9	8	7	7	13	8
chr11_+_63363174_63363186	13	7	6	5	6	23	5
chr11_+_63412562_63412743	20	18	16	12	13	22	17
chr11_+_63463009_63463111	8	20	8	8	6	9	8
chr11_+_63498590_63498728	642	849	1494	1085	230	977	181
chr11_+_63509900_63509900	10	77	45	26	7	23	27
chr11_+_63510403_63510472	9	76	37	22	6	17	22
chr11_+_63510478_63510514	10	75	39	23	6	19	24
chr11_+_63510876_63510903	43	107	275	175	20	198	164
chr11_+_63627816_63627937	38	14	32	45	32	40	37
chr11_+_63710162_63710200	41	121	96	160	32	135	151
chr11_+_63710206_63710239	23	79	78	138	14	95	95
chr11_+_63710242_63710289	34	99	87	149	26	120	121
chr11_+_63750296_63750388	15976	12661	6499	11519	19038	8554	34368
chr11_+_63754328_63754328	11	12	5	12	6	7	189
chr11_+_63754517_63754957	11	12	5	12	6	7	189
chr11_+_63758550_63758881	141	21	8	14	17	35	7
chr11_+_63764988_63765076	52	230	66	85	166	73	53
chr11_+_63765106_63765179	87	172	63	77	145	94	73
chr11_+_63766163_63766163	52	230	66	85	166	73	53
chr11_+_63775567_63775571	12	26	11	18	8	12	9
chr11_+_63775572_63775694	14	29	11	20	8	13	10
chr11_+_63808386_63808386	21	14	15	21	16	18	71
chr11_+_63808858_63808860	22	15	16	22	17	19	75
chr11_+_63809877_63809946	21	14	15	21	16	18	71
chr11_+_63810157_63810157	20	14	14	21	15	17	71
chr11_+_63824438_63824456	35	7	27	26	19	18	3859
chr11_+_63829616_63829672	37	23	42	35	57	31	23
chr11_+_63883192_63883423	35	23	33	23	28	24	20
chr11_+_64079665_64079737	12	8	9	13	19	7	17
chr11_+_64448628_64448801	22	15	20	23	17	24	15
chr11_+_64538161_64538255	37	122	48	45	44	33	41
chr11_+_64551472_64551587	61	41	33	103	15	50	35
chr11_+_64564948_64564963	9	60	16	10	9	9	70
chr11_+_64564971_64565017	8	62	16	12	9	9	88
chr11_+_64565118_64565339	9	61	11	7	9	10	50
chr11_+_64608267_64608298	31	23	25	45	26	38	30
chr11_+_64608307_64608405	34	21	24	48	32	45	35
chr11_+_64620183_64620260	47	547	101	107	268	50	71
chr11_+_64620276_64620286	47	547	101	107	268	50	71
chr11_+_64620287_64620294	47	547	101	107	268	50	71
chr11_+_64631919_64632023	62	526	130	125	291	67	99
chr11_+_64635870_64636062	40	19	13	11	10	10	17
chr11_+_64646275_64646377	85	99	143	106	26	116	52
chr11_+_64646378_64646396	93	119	153	117	30	124	59
chr11_+_64705261_64705523	44	54	156	96	39	97	14
chr11_+_64705725_64705822	44	54	156	96	39	97	14
chr11_+_64705855_64705928	44	54	156	96	39	97	14
chr11_+_64705967_64705988	2	7	2	2	2	2	2
chr11_+_64705989_64706042	44	54	156	96	39	97	14
chr11_+_64785888_64786077	26	46	26	19	32	28	35
chr11_+_64838882_64838967	13	18	14	16	18	37	9
chr11_+_64857884_64857920	20	118	22	31	23	33	79
chr11_+_64857921_64857933	20	129	24	31	25	34	88
chr11_+_64910616_64910664	192	80	138	127	191	68	97
chr11_+_64910669_64910706	76	11	25	51	111	11	43
chr11_+_64946820_64946847	32	29	11	13	25	12	15
chr11_+_64946848_64946861	57	77	8	13	28	10	12
chr11_+_65023038_65023117	1117	2602	3477	1412	1663	1923	7590
chr11_+_65094499_65094537	9	26	18	15	10	24	15
chr11_+_65096395_65096620	46	85	55	70	44	49	19
chr11_+_65100074_65100084	10	17	8	18	8	11	6
chr11_+_65162114_65162202	16	30	15	12	12	14	18
chr11_+_65164167_65164167	15	10	12	10	13	13	12
chr11_+_65164963_65164995	21	32	19	13	14	17	23
chr11_+_65236064_65236099	13	53	14	16	19	11	74
chr11_+_65236261_65236442	13	42	14	16	17	10	73
chr11_+_65311104_65311118	21	14	20	23	19	27	103
chr11_+_65311142_65311200	21	14	20	23	19	27	103
chr11_+_65384445_65384512	31	167	26	38	32	39	30
chr11_+_65384513_65384906	33	173	28	41	34	43	32
chr11_+_65403859_65403901	14	106	8	10	36	10	8
chr11_+_65414450_65414450	22	12	12	15	20	13	12
chr11_+_65414677_65414829	320	214	112	235	71	237	56
chr11_+_65443303_65443327	110	167	216	243	44	304	324
chr11_+_65443452_65443482	110	167	216	243	44	304	324
chr11_+_65443484_65443586	86	120	171	206	31	247	256
chr11_+_65485735_65485956	37	79	42	37	26	51	47
chr11_+_65525985_65526125	64	411	372	355	30	168	236
chr11_+_65526277_65526341	64	411	372	355	30	168	236
chr11_+_65526349_65526441	64	411	372	355	30	168	236
chr11_+_65526462_65526530	64	411	372	355	30	168	236
chr11_+_65526532_65526868	52	345	302	298	23	139	186
chr11_+_65536037_65536091	7	4	11	10	21	8	10
chr11_+_65576379_65576453	79	301	150	164	128	124	208
chr11_+_65594361_65594612	21	19	25	33	44	33	29
chr11_+_65740789_65740808	22	22	27	39	43	36	33
chr11_+_65744741_65744801	22	22	27	39	43	36	33
chr11_+_65754476_65754627	23	19	28	33	48	34	28
chr11_+_65781322_65781340	29	11	11	20	21	18	22
chr11_+_65781646_65781885	20	9	24	16	19	17	25
chr11_+_65792603_65792677	234	102	207	345	153	252	115
chr11_+_65792680_65792726	234	115	222	344	159	261	125
chr11_+_66004454_66004478	17	76	56	20	19	32	10
chr11_+_66004481_66004499	15	56	46	20	16	28	9
chr11_+_66034652_66034733	47	22	20	21	70	22	74
chr11_+_66070949_66070966	15	6	9	18	9	10	14
chr11_+_66117231_66117235	20	45	19	19	29	24	20
chr11_+_66117240_66117308	17	52	22	23	37	27	23
chr11_+_66140628_66140767	10	85	21	13	12	16	32
chr11_+_66162663_66162767	35	163	46	57	37	42	45
chr11_+_66162772_66162777	67	375	210	176	61	137	133
chr11_+_66268740_66268814	8	7	11	12	9	7	32
chr11_+_66268817_66268938	8	7	11	13	9	7	35
chr11_+_66367458_66367504	24	30	22	25	27	38	18
chr11_+_66381077_66381172	13	46	6	14	6	27	9
chr11_+_66381451_66381571	19	57	9	28	12	28	15
chr11_+_66580861_66580864	26	9	163	27	26	31	13
chr11_+_66580884_66580949	21	9	152	23	20	25	11
chr11_+_66643311_66643319	27	73	30	27	33	32	67
chr11_+_66764060_66764060	22723	15093	9188	19775	20884	13333	38555
chr11_+_66764064_66764254	37	155	38	55	26	76	102
chr11_+_66790465_66790503	10	276	14	9	13	11	12
chr11_+_66790505_66790515	10	276	14	9	13	11	12
chr11_+_66790517_66790542	1	1858	19	3	24	2	6
chr11_+_66790724_66790734	21	126	12	15	10	22	16
chr11_+_66790740_66790758	21	126	12	15	10	22	16
chr11_+_66827494_66827540	12	22	40	8	11	10	8
chr11_+_66827563_66827672	12	23	40	8	11	10	7
chr11_+_66841885_66841895	19283	12067	7914	17319	13630	10087	26818
chr11_+_66915997_66916091	11	23	13	16	27	13	22
chr11_+_66952462_66952607	13	53	12	38	15	21	16
chr11_+_66979393_66979393	1634	4744	843	1850	5325	1052	6971
chr11_+_67007080_67007110	36	39	32	50	30	34	33
chr11_+_67007155_67007209	46	58	41	64	41	44	46
chr11_+_67107641_67107724	269	266	3263	1223	221	1205	37
chr11_+_67107852_67107878	266	268	3239	1213	214	1192	35
chr11_+_67130898_67131057	153	542	254	186	140	111	121
chr11_+_67133502_67133613	173	629	293	201	170	125	138
chr11_+_67532592_67532623	51	37	32	48	62	38	44
chr11_+_67534364_67534369	41	35	28	41	52	34	36
chr11_+_67534371_67534412	57	42	35	54	67	46	51
chr11_+_67554653_67554816	101	98	119	96	30	128	97
chr11_+_67563030_67563067	10	68	12	23	112	24	7
chr11_+_67563093_67563148	10	68	12	23	112	24	7
chr11_+_67567022_67567022	10	68	12	23	112	24	7
chr11_+_67836575_67836755	17	10	7	10	10	10	15
chr11_+_67984758_67984814	36	84	46	69	74	52	59
chr11_+_68124400_68124505	33	93	43	53	58	39	54
chr11_+_68208554_68208564	10	8	11	9	10	11	8
chr11_+_68208583_68208610	10	8	11	9	10	11	8
chr11_+_68427876_68427894	5	11	6	6	4	7	9
chr11_+_68427896_68427927	5	11	6	6	4	7	9
chr11_+_68427933_68427949	5	11	6	6	4	7	9
chr11_+_68427951_68428005	5	11	6	6	4	7	9
chr11_+_68614059_68614146	7880	18553	4501	7012	15066	5398	33069
chr11_+_69165018_69165056	165	8	156	94	24	240	12
chr11_+_69165065_69165118	23	8	17	16	12	20	10
chr11_+_69165119_69165143	100	7	114	56	15	163	10
chr11_+_69165159_69165262	45	8	18	33	17	58	22
chr11_+_69176391_69176545	349	10	314	201	38	541	14
chr11_+_69602055_69602121	13	5	13	14	15	14	11
chr11_+_69726916_69727213	14	35	39	16	8	32	7
chr11_+_69794419_69794486	12	13	10	11	11	13	53
chr11_+_69794487_69794531	12	21	13	14	10	18	40
chr11_+_69872033_69872105	9	11	6	11	7	9	29
chr11_+_69922236_69922367	79	12	82	76	47	111	38
chr11_+_70841864_70841904	7	29	18	11	9	11	9
chr11_+_70841910_70841990	10	38	36	17	12	19	15
chr11_+_70915960_70915994	62	53	21	36	47	51	11
chr11_+_70926718_70926749	42	48	27	72	41	40	29
chr11_+_70937113_70937351	23	13	12	24	17	14	17
chr11_+_71176145_71176365	8	8	6	6	6	10	6
chr11_+_71317415_71317415	16	12	14	25	23	37	19
chr11_+_71317736_71317783	16	12	15	25	23	38	18
chr11_+_71387572_71387756	7	9	11	15	9	16	8
chr11_+_71469340_71469340	2020	29	545	1897	91	1285	709
chr11_+_71524403_71524446	27	13	94	21	26	17	17
chr11_+_71578249_71578429	21	8	14	16	27	16	16
chr11_+_71578606_71578606	21	8	14	16	27	16	16
chr11_+_71580816_71580934	20	9	11	15	25	14	15
chr11_+_71605466_71605590	69	13	22	41	47	23	35
chr11_+_71613472_71613529	13	81	17	16	11	23	14
chr11_+_72606950_72607034	7	4	19	5	6	5	6
chr11_+_72607040_72607149	7	4	19	5	6	5	6
chr11_+_72653197_72653244	29	9	12	37	14	14	20
chr11_+_72658586_72658586	29	9	12	37	14	14	20
chr11_+_72660894_72661080	29	9	12	37	14	14	20
chr11_+_72697310_72697316	28	39	10	40	37	23	24
chr11_+_73034870_73034870	16	10	10	16	18	22	33
chr11_+_73036241_73036381	16	10	10	16	18	22	33
chr11_+_73037382_73037382	16	10	10	16	18	22	33
chr11_+_73176561_73176664	28	124	46	26	25	27	11
chr11_+_73265666_73265720	16	70	63	23	23	30	90
chr11_+_73339011_73339011	24455	5919	9067	16298	13189	10932	27506
chr11_+_73559900_73559961	16	39	66	38	20	64	132
chr11_+_73559964_73560019	16	39	66	38	20	64	132
chr11_+_73981274_73981348	18	193	15	15	37	19	39
chr11_+_74337938_74337960	89	529	180	179	146	157	60
chr11_+_74337965_74337968	86	559	194	164	177	149	55
chr11_+_74337969_74338008	86	526	182	176	142	154	58
chr11_+_74377587_74377637	29	6	18	20	17	22	21
chr11_+_74539679_74539905	9	7	7	9	13	9	10
chr11_+_74548472_74548506	11	7	9	10	13	10	11
chr11_+_74788200_74788246	1302	6336	5002	4614	2584	4779	929
chr11_+_74950766_74950818	645	6	141	2217	23	2299	19
chr11_+_74950893_74951062	722	6	182	2281	26	2357	20
chr11_+_75106512_75106581	16	8	10	16	18	18	17
chr11_+_75203859_75203882	13	54	10	7	11	11	15
chr11_+_75203884_75203968	13	54	10	7	11	11	15
chr11_+_75769984_75770159	5810	5432	1630	4026	8096	3565	10306
chr11_+_75833707_75833795	13	17	9	12	13	11	13
chr11_+_76171780_76172070	264	16	58	52	16	52	18
chr11_+_76423082_76423133	625	509	622	450	1282	280	546
chr11_+_76455574_76455777	36	11	15	17	28	19	27
chr11_+_76491532_76491533	6	3	3	4	4	3	3
chr11_+_76516957_76516995	11	8	9	17	15	11	21
chr11_+_76561471_76561522	14	8	10	18	14	12	14
chr11_+_77209807_77209896	37	22	18	31	31	30	27
chr11_+_77528472_77528544	1129	4436	574	1212	5593	650	5519
chr11_+_82545784_82546322	54	117	30	48	47	45	76
chr11_+_85017269_85017320	23	126	112	22	17	23	15
chr11_+_85633437_85633577	10	34	14	14	13	12	11
chr11_+_85633687_85633707	14	201	38	23	29	27	24
chr11_+_85633829_85633902	8	18	10	12	10	9	9
chr11_+_85633908_85633960	15	164	40	23	25	24	22
chr11_+_85690900_85691135	29	33	52	16	10	38	14
chr11_+_85763425_85763425	13	7	9	8	11	7	11
chr11_+_86189138_86189309	388	10	614	1140	70	570	60
chr11_+_86426518_86426734	125	17	39	8	8	22	13
chr11_+_86710076_86710104	163	19	45	8	8	24	14
chr11_+_88550687_88550770	25	6	17	16	16	16	34
chr11_+_89032112_89032112	7	6	7	10	7	7	9
chr11_+_89296879_89296879	22	12	17	16	11	16	19
chr11_+_89403921_89403921	12	7	14	12	27	11	8
chr11_+_89507465_89507573	9	7	8	10	13	11	26
chr11_+_91724909_91724909	504	6	85	519	11	244	8
chr11_+_92342436_92342539	7	4	5	6	7	9	6
chr11_+_93157042_93157101	10	29	41	22	12	17	23
chr11_+_93157103_93157112	9	27	39	20	11	16	21
chr11_+_93157115_93157130	10	30	36	20	12	17	22
chr11_+_93157133_93157326	9	30	37	21	12	16	21
chr11_+_93501708_93501779	10	11	32	8	8	22	11
chr11_+_93501791_93501807	10	11	32	8	8	22	11
chr11_+_93866790_93866823	27	92	19	11	20	12	13
chr11_+_93916653_93916801	11	55	10	7	11	8	8
chr11_+_93917214_93917280	19	33	8	11	10	16	8
chr11_+_94346428_94346539	5	4	5	5	5	5	78
chr11_+_94439703_94439929	24	93	53	29	28	40	17
chr11_+_94439964_94440020	39	183	83	56	43	63	32
chr11_+_94440045_94440068	26	102	55	35	29	39	21
chr11_+_94462585_94462735	11	24	17	23	6	12	9
chr11_+_95163256_95163391	14	63	19	13	16	12	34
chr11_+_95163457_95163520	13	54	24	14	18	13	27
chr11_+_95762768_95762876	30	15	16	28	28	17	20
chr11_+_98396789_98397129	6	6	10	7	6	9	5
chr11_+_101290930_101291065	3489	2769	1678	2096	6730	1562	8856
chr11_+_101485946_101486878	18	6	20	16	13	12	11
chr11_+_101488380_101488454	17	6	22	17	12	12	11
chr11_+_101693403_101693435	14	12	11	12	41	11	14
chr11_+_101723125_101723154	32	95	64	74	56	65	69
chr11_+_101723157_101723319	44	317	147	157	174	128	187
chr11_+_102485293_102485525	11	8	9	7	9	10	26
chr11_+_104986009_104986190	9	6	9	10	7	9	6
chr11_+_105453501_105453650	13	71	58	29	15	20	53
chr11_+_106967017_106967026	12396	7945	5836	10768	14432	8686	23916
chr11_+_106967165_106967225	12396	7945	5836	10768	14432	8686	23916
chr11_+_106967283_106967289	12396	7945	5836	10768	14432	8686	23916
chr11_+_107384617_107384668	12	57	27	15	20	18	11
chr11_+_107384819_107384856	17	17	17	18	18	17	17
chr11_+_107385195_107385284	14	12	14	14	14	13	12
chr11_+_107497462_107497541	342	191	131	76	324	112	553
chr11_+_107598768_107598768	18	41	13	14	38	15	19
chr11_+_107598960_107599054	13	10	9	9	18	9	11
chr11_+_108040983_108041065	4	46	16	12	13	24	17
chr11_+_109805799_109806054	25	55	54	28	34	27	24
chr11_+_110978309_110978578	44	28	19	28	42	29	17
chr11_+_111288669_111288670	219	6	22	21	15	18	30
chr11_+_111288686_111288763	182	6	18	19	15	17	25
chr11_+_111313067_111313170	53	11	9	23	14	14	32
chr11_+_111353218_111353335	53	11	9	23	14	14	31
chr11_+_111400747_111400747	302	30	63	19	26	24	14
chr11_+_111401286_111401550	291	22	54	17	20	21	12
chr11_+_111450177_111450273	11	38	26	19	21	20	18
chr11_+_111462743_111462819	249	131	213	84	64	71	39
chr11_+_111462821_111462853	250	132	214	84	64	71	39
chr11_+_111543304_111543333	11	7	9	9	13	9	19
chr11_+_111602287_111602388	58	35	299	148	37	191	43
chr11_+_112337199_112337216	13	8	11	16	10	10	13
chr11_+_112337299_112337384	16	10	12	14	12	14	12
chr11_+_112337411_112337422	11	8	14	11	17	14	15
chr11_+_112337491_112337543	31	11	13	16	8	14	11
chr11_+_112690460_112690541	9	12	14	11	7	7	268
chr11_+_112763722_112763816	27831	7096	11730	15812	12867	7983	28805
chr11_+_113165134_113165182	1428	653	1714	1774	1013	1365	562
chr11_+_113280727_113280865	6	4	6	5	10	8	7
chr11_+_113351006_113351257	12	7	8	10	9	12	9
chr11_+_113353431_113353431	13	6	8	11	9	12	9
chr11_+_113435506_113435524	155	46	8	9	183	9	39
chr11_+_113435640_113435658	155	46	8	9	183	9	39
chr11_+_113436438_113436497	155	46	8	9	183	9	39
chr11_+_113671744_113671744	1396	10	20	1131	812	1182	17
chr11_+_113672378_113672393	1396	10	20	1131	812	1182	17
chr11_+_113672407_113672488	1396	10	20	1131	812	1182	17
chr11_+_113776504_113776578	21	23	40	29	26	55	19
chr11_+_113776582_113776642	20	22	39	28	25	54	19
chr11_+_113815317_113815546	205	1228	642	957	221	1120	328
chr11_+_116205830_116205838	12	7	15	7	11	6	9
chr11_+_116520181_116520306	40	21	21	39	35	34	22
chr11_+_116555048_116555157	41	24	11	10	83	38	36
chr11_+_116575249_116575337	2504	5	11	4535	232	3569	133
chr11_+_116703760_116703828	7	14	8	11	10	10	22
chr11_+_117362272_117362329	7	8	6	5	9	4	4
chr11_+_117362333_117362661	9	12	7	8	14	5	6
chr11_+_117452936_117452970	50	9	45	25	21	18	24
chr11_+_117452995_117453079	35	8	33	20	17	15	19
chr11_+_117680504_117680877	4	7	5	6	6	5	6
chr11_+_117720268_117720321	9	3	8	7	7	7	6
chr11_+_117735502_117735528	42	224	81	53	84	67	120
chr11_+_117735558_117735574	42	224	81	53	84	67	120
